Entry	Entry Name	Gene	Gene Names	Protein names	Reviewed	Ribosomal	RP Gene	RP Nomenclature	RP Subunit	Evidence	N studies	N datasets	Studies	Cell lines	Systems	Datasets	Accessions	Source labels	Caveats	Notes
Q96KB5	TOPK_HUMAN	PBK	PBK TOPK	Lymphokine-activated killer T-cell-originated protein kinase (Cancer/testis antigen 84) (MAPKK-like protein kinase) (Nori-3) (PDZ-binding kinase) (Spermatogenesis-related protein kinase) (T-LAK cell-originated protein kinase)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q96KB5	Q96KB5 | Lymphokine-activated killer T-cell-originated protein kinase		
Q96KG9	SCYL1_HUMAN	SCYL1	SCYL1 CVAK90 GKLP NTKL TAPK TEIF TRAP	N-terminal kinase-like protein (Coated vesicle-associated kinase of 90 kDa) (SCY1-like protein 1) (Telomerase regulation-associated protein) (Telomerase transcriptional element-interacting factor) (Teratoma-associated tyrosine kinase)	yes					in-cell	1	1	Donnellan 2022	PBL, 3 donors	ex vivo, basal	donnellan-2022-pbl	Q96KG9	Q96KG9 | N-terminal kinase-like protein	donnellan-2022-pbl: primary cells, ex vivo	
Q96KK5	H2A1H_HUMAN	H2AC12	H2AC12 HIST1H2AH HIST1H2AI	Histone H2A type 1-H (H2A-clustered histone 12) (Histone H2A/s)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q96KK5	Q96KK5 | Histone H2A type 1-H		
Q96KP1	EXOC2_HUMAN	EXOC2	EXOC2 SEC5 SEC5L1	Exocyst complex component 2 (Exocyst complex component Sec5)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	Q96KP1	Q96KP1 | Exocyst complex component 2		
Q96KQ7	EHMT2_HUMAN	EHMT2	EHMT2 BAT8 C6orf30 G9A KMT1C NG36	Histone-lysine N-methyltransferase EHMT2 (Euchromatic histone-lysine N-methyltransferase 2) (HLA-B-associated transcript 8) (Histone H3-K9 methyltransferase 3) (Lysine N-methyltransferase 1C) (Protein G9a)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q96KQ7	Q96KQ7 | Histone-lysine N-methyltransferase EHMT2		
Q96KR1	ZFR_HUMAN	ZFR	ZFR	Zinc finger RNA-binding protein (M-phase phosphoprotein homolog)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q96KR1	ZFR | Zinc finger RNA-binding protein	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q96L91	EP400_HUMAN	EP400	EP400 CAGH32 KIAA1498 KIAA1818 TNRC12	E1A-binding protein p400 (CAG repeat protein 32) (Domino homolog) (Trinucleotide repeat-containing gene 12 protein) (p400 kDa SWI2/SNF2-related protein)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q96L91	Q96L91 | E1A-binding protein p400		
Q96M86	DNHD1_HUMAN	DNHD1	DNHD1 C11orf47 CCDC35 DHCD1 DNHD1L	Dynein heavy chain domain-containing protein 1 (Coiled-coil domain-containing protein 35) (Dynein heavy chain domain 1-like protein)	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	Q96M86	Q96M86 | Dynein heavy chain domain-containing protein 1		
Q96N67	DOCK7_HUMAN	DOCK7	DOCK7 KIAA1771	Dedicator of cytokinesis protein 7	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q96N67	Q96N67 | Dedicator of cytokinesis protein 7		
Q96NE9	FRMD6_HUMAN	FRMD6	FRMD6 C14orf31	FERM domain-containing protein 6 (Willin)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	Q96NE9	Q96NE9 | FERM domain-containing protein 6		
Q96NL6	SCLT1_HUMAN	SCLT1	SCLT1 SAP1	Sodium channel and clathrin linker 1 (Sodium channel-associated protein 1)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q96NL6	Q96NL6 | Sodium channel and clathrin linker 1		
Q96NU1	SAM11_HUMAN	SAMD11	SAMD11	Sterile alpha motif domain-containing protein 11	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q96NU1	SAMD11 | Sterile alpha motif domain-containing protein 11	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q96P11	NSUN5_HUMAN	NSUN5	NSUN5 NSUN5A WBSCR20 WBSCR20A	28S rRNA (cytosine-C(5))-methyltransferase (NOL1-related protein) (NOL1/NOP2/Sun domain family member 5) (Williams-Beuren syndrome chromosomal region 20A protein)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q96P11	Q96P11 | Isoform 2 of Probable 28S rRNA (cytosine-C(5))-methyltransferase		
Q96PE3	INP4A_HUMAN	INPP4A	INPP4A	Inositol polyphosphate-4-phosphatase type I A (Inositol polyphosphate 4-phosphatase type I) (Type I inositol 3,4-bisphosphate 4-phosphatase)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q96PE3	Q96PE3 | Inositol polyphosphate-4-phosphatase type I A		
Q96Q15	SMG1_HUMAN	SMG1	SMG1 ATX KIAA0421 LIP	Serine/threonine-protein kinase SMG1 (Lambda/iota protein kinase C-interacting protein) (Nonsense mediated mRNA decay-associated PI3K-related kinase SMG1)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q96Q15	Q96Q15 | Serine/threonine-protein kinase SMG1		
Q96QC0	PP1RA_HUMAN	PPP1R10	PPP1R10 CAT53 FB19 PNUTS	Serine/threonine-protein phosphatase 1 regulatory subunit 10 (MHC class I region proline-rich protein CAT53) (PP1-binding protein of 114 kDa) (Phosphatase 1 nuclear targeting subunit) (p99)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q96QC0	Q96QC0 | Serine/threonine-protein phosphatase 1 regulatory subunit 10		
Q96RQ3	MCCA_HUMAN	MCCC1	MCCC1 MCCA	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial (3-methylcrotonyl-CoA carboxylase 1) (3-methylcrotonyl-CoA carboxylase biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit alpha)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q96RQ3	Q96RQ3 | Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial		
Q96RT7	GCP6_HUMAN	TUBGCP6	TUBGCP6 GCP6 KIAA1669	Gamma-tubulin complex component 6	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q96RT7	TUBGCP6 | Gamma-tubulin complex component 6	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q96SB3	NEB2_HUMAN	PPP1R9B	PPP1R9B PPP1R6	Neurabin-2 (Neurabin-II) (Protein phosphatase 1 regulatory subunit 9B) (Spinophilin)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	Q96SB3	Q96SB3 | Neurabin-2		
Q96SB8	SMC6_HUMAN	SMC6	SMC6 SMC6L1	Structural maintenance of chromosomes protein 6	yes					in-cell	1	1	Donnellan 2022	PBL, 3 donors	ex vivo, basal	donnellan-2022-pbl	Q96SB8	Q96SB8 | Structural maintenance of chromosomes protein 6	donnellan-2022-pbl: primary cells, ex vivo	
Q96SN8	CK5P2_HUMAN	CDK5RAP2	CDK5RAP2 CEP215 KIAA1633	CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48) (Centrosome-associated protein 215)	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	Q96SN8	Q96SN8 | CDK5 regulatory subunit-associated protein 2		
Q96T60	PNKP_HUMAN	PNKP	PNKP	Bifunctional polynucleotide phosphatase/kinase (DNA 5'-kinase/3'-phosphatase) (Polynucleotide kinase-3'-phosphatase)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q96T60	Q96T60 | Bifunctional polynucleotide phosphatase/kinase		
Q99436	PSB7_HUMAN	PSMB7	PSMB7 Z	Proteasome subunit beta type-7 (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z) (Proteasome subunit beta-2)	yes					in-cell	1	1	Zheng 2024	SH-SY5Y	in-cell, 0-1000 uM MGO	zheng-2024-shsy5y-fig4	Q99436	PSMB7	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q99439	CNN2_HUMAN	CNN2	CNN2	Calponin-2 (Calponin H2, smooth muscle) (Neutral calponin)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	Q99439	CNN2_HUMAN | Calponin-2		
Q99584	S10AD_HUMAN	S100A13	S100A13	Protein S100-A13 (S100 calcium-binding protein A13)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	Q99584	S10AD_HUMAN | Protein S100-A13		
Q99615	DNJC7_HUMAN	DNAJC7	DNAJC7 TPR2 TTC2	DnaJ homolog subfamily C member 7 (Tetratricopeptide repeat protein 2)	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	Q99615	Q99615 | DnaJ homolog subfamily C member 7		
Q99618	CDCA3_HUMAN	CDCA3	CDCA3 C8 GRCC8 TOME1	Cell division cycle-associated protein 3 (Gene-rich cluster protein C8) (Trigger of mitotic entry protein 1)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	J3KMY0	J3KMY0 | Cell division cycle-associated protein 3		
Q99715	COCA1_HUMAN	COL12A1	COL12A1 COL12A1L	Collagen alpha-1(XII) chain	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	Q99715	Q99715 | Collagen alpha-1(XII) chain		
Q99729	ROAA_HUMAN	HNRNPAB	HNRNPAB ABBP1 HNRPAB	Heterogeneous nuclear ribonucleoprotein A/B (APOBEC1-binding protein 1)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	Q99729	Heterogeneous nuclear ribonucleoprotein A/B | HNRNPAB		
Q99733	NP1L4_HUMAN	NAP1L4	NAP1L4 NAP2	Nucleosome assembly protein 1-like 4 (Histone chaperone NAP1L4) (Nucleosome assembly protein 2)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	Q99733	Nucleosome assembly protein 1-like 4 | NAPIL4		
Q99832	TCPH_HUMAN	CCT7	CCT7 CCTH NIP7-1	T-complex protein 1 subunit eta (CCT-eta) (Chaperonin containing T-complex polypeptide 1 subunit 7) (HIV-1 Nef-interacting protein)	yes					in-cell	1	1	Zheng 2024	SH-SY5Y	in-cell, 0-1000 uM MGO	zheng-2024-shsy5y-fig4	Q99832	CCT7	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q99836	MYD88_HUMAN	MYD88	MYD88	Myeloid differentiation primary response protein MyD88	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q99836	MYD88 | Myeloid differentiation primary response protein MyD88	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q99877	H2B1N_HUMAN	H2BC15	H2BC15 H2BFD HIST1H2BN	Histone H2B type 1-N (Histone H2B.d)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q99877	HIST1H2BN | Histone H2B	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q99878	H2A1J_HUMAN	H2AC14	H2AC14 H2AFE HIST1H2AJ	Histone H2A type 1-J (Histone H2A/e)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q99878	Q99878 | Histone H2A type 1-J		
Q99879	H2B1M_HUMAN	H2BC14	H2BC14 H2BFE HIST1H2BM	Histone H2B type 1-M (Histone H2B.e)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q99879	Q99879 | Histone H2B type 1-M		
Q9BRL6	SRSF8_HUMAN	SRSF8	SRSF8 SFRS2B SRP46	Serine/arginine-rich splicing factor 8 (Pre-mRNA-splicing factor SRP46) (Splicing factor, arginine/serine-rich 2B)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9BRL6	Q9BRL6 | Serine/arginine-rich splicing factor 8		
Q9BRP4	PAAF1_HUMAN	PAAF1	PAAF1 WDR71	Proteasomal ATPase-associated factor 1 (Protein G-16) (WD repeat-containing protein 71)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9BRP4	Q9BRP4 | Proteasomal ATPase-associated factor 1		
Q9BRR3	PGAP4_HUMAN	PGAP4	PGAP4 C9orf125 TMEM246	GPI-N-acetylgalactosamine transferase PGAP4 (Post-GPI attachment to proteins GalNAc transferase 4) (Post-GPI attachment to proteins factor 4) (Transmembrane protein 246)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	Q9BRR3	Q9BRR3 | Transmembrane protein 246		
Q9BRX2	PELO_HUMAN	PELO	PELO	Protein pelota homolog (Protein Dom34 homolog)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	Q9BRX2	Q9BRX2 | Protein pelota homolog		
Q9BS26	ERP44_HUMAN	ERP44	ERP44 KIAA0573 TXNDC4	Endoplasmic reticulum resident protein 44 (Thioredoxin domain-containing protein 4)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	Q9BS26	ERP44_HUMAN | Endoplasmic reticulum resident protein 44		
Q9BT17	MTG1_HUMAN	MTG1	MTG1 GTPBP7	Mitochondrial ribosome-associated GTPase 1 (GTP-binding protein 7) (Mitochondrial GTPase 1)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9BT17	Q9BT17 | Mitochondrial ribosome-associated GTPase 1		
Q9BUF5	TBB6_HUMAN	TUBB6	TUBB6	Tubulin beta-6 chain (Tubulin beta class V)	yes					in-cell	1	1	Zheng 2024	SH-SY5Y	in-cell, 0-1000 uM MGO	zheng-2024-shsy5y-fig4	Q9BUF5	TUBB6	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q9BUJ0	ABHEA_HUMAN	ABHD14A	ABHD14A	Protein ABHD14A (Alpha/beta hydrolase domain-containing protein 14A)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9BUJ0	ABHD14A	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q9BUK0	CHCH7_HUMAN	CHCHD7	CHCHD7	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	Q9BUK0	Q9BUK0 | Coiled-coil-helix-coiled-coil-helix domain-containing protein 7		
Q9BVA1	TBB2B_HUMAN	TUBB2B	TUBB2B	Tubulin beta-2B chain	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	Q9BVA1	Q9BVA1 | Tubulin beta-2B chain		
Q9BW61	DDA1_HUMAN	DDA1	DDA1 C19orf58 PCIA1	DET1- and DDB1-associated protein 1 (Placenta cross-immune reaction antigen 1)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9BW61	Q9BW61 | DET1- and DDB1-associated protein 1		
Q9BW72	HIG2A_HUMAN	HIGD2A	HIGD2A	HIG1 domain family member 2A, mitochondrial (RCF1 homolog B)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9BW72	Q9BW72 | HIG1 domain family member 2A, mitochondrial		
Q9BW91	NUDT9_HUMAN	NUDT9	NUDT9 NUDT10	ADP-ribose pyrophosphatase (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase) (Nucleoside diphosphate-linked moiety X motif 9)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	Q9BW91	ADP-ribose pyrophosphatase, mitochondrial | NUDT9		
Q9BWE0	REPI1_HUMAN	REPIN1	REPIN1 RIP60 ZNF464	DNA-binding protein REPIN1 (60 kDa origin-specific DNA-binding protein) (60 kDa replication initiation region protein) (ATT-binding protein) (DHFR oribeta-binding protein RIP60) (Zinc finger protein 464)	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	E7EVL6	E7EVL6 | Replication initiator 1 (Fragment)		
Q9BWT7	CAR10_HUMAN	CARD10	CARD10 CARMA3	Caspase recruitment domain-containing protein 10 (CARD-containing MAGUK protein 3)	yes					in-cell	1	1	Zheng 2024	SH-SY5Y	in-cell, 0-1000 uM MGO	zheng-2024-shsy5y-fig4	Q9BWT7	CARD10	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q9BX26	SYCP2_HUMAN	SYCP2	SYCP2 SCP2	Synaptonemal complex protein 2 (Synaptonemal complex lateral element protein)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9BX26	SYCP2 | Synaptonemal complex protein 2	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q9BX68	HINT2_HUMAN	HINT2	HINT2	Adenosine 5'-monophosphoramidase HINT2 (HINT-3) (HIT-17kDa) (Histidine triad nucleotide-binding protein 2, mitochondrial) (PKCI-1-related HIT protein)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9BX68	Q9BX68 | Histidine triad nucleotide-binding protein 2, mitochondrial		
Q9BXB5	OSB10_HUMAN	OSBPL10	OSBPL10 ORP10 OSBP9	Oxysterol-binding protein-related protein 10	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9BXB5	Q9BXB5 | Oxysterol-binding protein-related protein 10		
Q9BXL7	CAR11_HUMAN	CARD11	CARD11 CARMA1	Caspase recruitment domain-containing protein 11 (CARD-containing MAGUK protein 1)	yes					in-cell	1	1	Donnellan 2022	PBL, 3 donors	ex vivo, basal	donnellan-2022-pbl	Q9BXL7	Q9BXL7 | Caspase recruitment domain-containing protein 11	donnellan-2022-pbl: primary cells, ex vivo	
Q9BXM0	PRAX_HUMAN	PRX	PRX KIAA1620	Periaxin	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9BXM0	PRX | Periaxin	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q9BXP5	SRRT_HUMAN	SRRT	SRRT ARS2 ASR2	Serrate RNA effector molecule homolog (Arsenite-resistance protein 2)	yes					in-cell	1	1	Zheng 2024	SH-SY5Y	in-cell, 0-1000 uM MGO	zheng-2024-shsy5y-fig4	Q9BXP5	SRRT	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q9BXS5	AP1M1_HUMAN	AP1M1	AP1M1 CLTNM	AP-1 complex subunit mu-1 (AP-mu chain family member mu1A) (Adaptor protein complex AP-1 subunit mu-1) (Adaptor-related protein complex 1 subunit mu-1) (Clathrin assembly protein complex 1 mu-1 medium chain 1) (Clathrin coat assembly protein AP47) (Clathrin coat-associated protein AP47) (Golgi adaptor HA1/AP1 adaptin mu-1 subunit) (Mu-adaptin 1) (Mu1A-adaptin)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9BXS5	Q9BXS5 | AP-1 complex subunit mu-1		
Q9BXW7	HDHD5_HUMAN	HDHD5	HDHD5 CECR5	Haloacid dehalogenase-like hydrolase domain-containing 5 (Cat eye syndrome critical region protein 5)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9BXW7	Q9BXW7 | Haloacid dehalogenase-like hydrolase domain-containing 5		
Q9BXX2	AN30B_HUMAN	ANKRD30B	ANKRD30B	Ankyrin repeat domain-containing protein 30B (Serologically defined breast cancer antigen NY-BR-1.1)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	A0A590UK20	A0A590UK20 | Ankyrin repeat domain-containing protein 30B		
Q9BXY0	MAK16_HUMAN	MAK16	MAK16 RBM13	Protein MAK16 homolog (NNP78) (Protein RBM13)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9BXY0	MAK16 | Protein MAK16 homolog OS	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q9BYG3	MK67I_HUMAN	NIFK	NIFK MKI67IP NOPP34	MKI67 FHA domain-interacting nucleolar phosphoprotein (Nucleolar phosphoprotein Nopp34) (Nucleolar protein interacting with the FHA domain of pKI-67)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9BYG3	Q9BYG3 | MKI67 FHA domain-interacting nucleolar phosphoprotein		
Q9BYP7	WNK3_HUMAN	WNK3	WNK3 KIAA1566 PRKWNK3	Serine/threonine-protein kinase WNK3 (Protein kinase lysine-deficient 3) (Protein kinase with no lysine 3)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9BYP7	WNK3 | Serine/threonine-protein kinase WNK3	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q9BYX2	TBD2A_HUMAN	TBC1D2	TBC1D2 PARIS1 PP8997 TBC1D2A	TBC1 domain family member 2A (Armus) (Prostate antigen recognized and identified by SEREX 1)	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	Q9BYX2	Q9BYX2 | TBC1 domain family member 2A		
Q9BYX4	IFIH1_HUMAN	IFIH1	IFIH1 MDA5 RH116	Interferon-induced helicase C domain-containing protein 1 (Clinically amyopathic dermatomyositis autoantigen 140 kDa) (Helicase with 2 CARD domains) (Interferon-induced with helicase C domain protein 1) (Melanoma differentiation-associated protein 5) (Murabutide down-regulated protein) (RIG-I-like receptor 2) (RNA helicase-DEAD box protein 116)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9BYX4	Q9BYX4 | Interferon-induced helicase C domain-containing protein 1		
Q9BYX7	ACTBM_HUMAN	POTEKP	POTEKP ACTBL3	Putative beta-actin-like protein 3 (Kappa-actin) (POTE ankyrin domain family member K)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9BYX7	Q9BYX7 | Putative beta-actin-like protein 3		
Q9BZ95	NSD3_HUMAN	NSD3	NSD3 WHSC1L1	Histone-lysine N-methyltransferase NSD3 (Nuclear SET domain-containing protein 3) (Protein whistle) (WHSC1-like 1 isoform 9 with methyltransferase activity to lysine) (Wolf-Hirschhorn syndrome candidate 1-like protein 1)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	Q9BZ95	Q9BZ95 | Histone-lysine N-methyltransferase NSD3		
Q9BZD4	NUF2_HUMAN	NUF2	NUF2 CDCA1 NUF2R	Kinetochore protein Nuf2 (Cell division cycle-associated protein 1)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	Q9BZD4	Q9BZD4 | Kinetochore protein Nuf2		
Q9BZE4	GTPB4_HUMAN	GTPBP4	GTPBP4 CRFG NOG1	GTP-binding protein 4 (Chronic renal failure gene protein) (GTP-binding protein NGB) (Nucleolar GTP-binding protein 1)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	Q9BZE4	Q9BZE4 | Nucleolar GTP-binding protein 1		
Q9BZG8	DPH1_HUMAN	DPH1	DPH1 DPH2L DPH2L1 OVCA1	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (Diphthamide biosynthesis protein 1) (Diphtheria toxin resistance protein 1) (Ovarian cancer-associated gene 1 protein) (S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 1)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9BZG8	Diphthamide biosynthesis protein-1	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q9BZQ6	EDEM3_HUMAN	EDEM3	EDEM3 C1orf22	ER degradation-enhancing alpha-mannosidase-like protein 3 (Alpha-1,2-mannosidase EDEM3)	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	H0Y498	H0Y498 | ER degradation-enhancing alpha-mannosidase-like protein 3 (Fragment)		
Q9C035	TRIM5_HUMAN	TRIM5	TRIM5 RNF88	Tripartite motif-containing protein 5 (RING finger protein 88) (RING-type E3 ubiquitin transferase TRIM5)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	Q9C035	Q9C035 | Isoform Epsilon of Tripartite motif-containing protein 5		
Q9C091	GRB1L_HUMAN	GREB1L	GREB1L C18orf6 KIAA1772	GREB1-like protein (Growth regulation by estrogen in breast cancer 1-like protein)	yes					in-cell	1	1	Zheng 2024	SH-SY5Y	in-cell, 0-1000 uM MGO	zheng-2024-shsy5y-fig4	Q9C091	GREB1L	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
Q9C0B9	ZCHC2_HUMAN	ZCCHC2	ZCCHC2 C18orf49 KIAA1744	Zinc finger CCHC domain-containing protein 2	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9C0B9	ZCCHC2 | Zinc finger CCHC domain-containing protein 2	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
Q9C0J8	WDR33_HUMAN	WDR33	WDR33 WDC146	pre-mRNA 3' end processing protein WDR33 (WD repeat-containing protein 33) (WD repeat-containing protein of 146 kDa)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	Q9C0J8	WDR33 | pre-mRNA 3' end processing protein WDR33	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
